"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","Associated_Ly6a_TFs"
"35174","Slc25a27","SLC25A27",5498,NA
"35175","Gm6728","",0,NA
"35176","Gm16074","",0,NA
"35177","Gm26174","",0,NA
"35178","Gm22686","",0,NA
"35179","Gm44131","",0,NA
"35180","Rpl10-ps4","",0,NA
"35181","Gm25515","",0,NA
"35182","Gm25369","",0,NA
"35183","Rpl36a-ps3","",0,NA
"35184","Gm24706","",0,NA
"35185","Gm30570","",0,NA
"35186","Magea13","MAGEB4",6081,NA
"35187","Magea13","MAGEC2",6081,NA
"35188","Magea13","MAGEC1",6081,NA
"35189","Magea13","MAGEA11",6081,NA
"35190","Magea13","MAGEA8",6081,NA
"35191","Magea13","MAGEC3",6081,NA
"35192","Magea13","MAGEA4",6081,NA
"35193","Magea13","MAGEA12",6081,NA
"35194","Magea13","MAGEA2",6081,NA
"35195","Magea13","MAGEA2B",6081,NA
"35196","Itk","ITK",5691,NA
"35197","Ccser1","CCSER1",5519,NA
"35198","Zdhhc17","ZDHHC17",5788,NA
"35199","Gm26351","",0,NA
"35200","Mir504","MIR504",0,NA
"35201","Gm26487","",0,NA
"35202","Gm14890","",0,NA
"35203","Sgo2a","SGO2",5394,NA
"35204","Gm8475","",0,NA
"35205","Shroom2","SHROOM2",5772,NA
"35206","Gm18578","",0,NA
"35207","Gm34059","",0,NA
"35208","Vmn2r102","",5555,NA
"35209","4933413J09Rik","",0,NA
"35210","Dalrd3","DALRD3",3926,NA
"35211","Gm20421","",0,NA
"35212","Hes5","HES5",4316,NA
"35213","A330032B11Rik","",0,NA
"35214","Vmn2r-ps122","",0,NA
"35215","9630028I04Rik","",0,NA
"35216","Marchf5","MARCHF5",5463,NA
"35217","Gm50328","",0,NA
"35218","Gm49793","",0,NA
"35219","Mir7214","",0,NA
"35220","Vmn2r103","",0,NA
"35221","Ttc39b","TTC39B",9168,NA
"35222","Mir7072","",0,NA
"35223","Cd209c","CD209",5041,NA
"35224","Crb1-ps","",0,NA
"35225","Slmapos2","",0,NA
"35226","Vmn2r-ps123","",0,NA
"35227","Cop1","COP1",9576,NA
"35228","Slmap","SLMAP",5723,NA
"35229","Vmn2r-ps124","",0,NA
"35230","Vmn2r-ps125","",0,NA
"35231","Ndufaf7","NDUFAF7",5410,NA
"35232","Gm43898","",0,NA
"35233","Gm43896","",0,NA
"35234","Gm7389","",0,NA
"35235","Gm43897","",0,NA
"35236","Gm43895","",0,NA
"35237","Gm45048","",0,NA
"35238","Gm24687","",0,NA
"35239","Gm19237","",0,NA
"35240","Gm7397","",0,NA
"35241","Gm44088","",0,NA
"35242","Gm44092","",0,NA
"35243","Gm25268","",0,NA
"35244","Gm18540","",0,NA
"35245","Ide","IDE",0,NA
"35246","Gm5001","",0,NA
"35247","Gm45049","",0,NA
"35248","Gm19131","",0,NA
"35249","Gm7407","",0,NA
"35250","Nasp-ps1","",0,NA
"35251","Gm22212","",0,NA
"35252","Gm16589","",0,NA
"35253","9330118I20Rik","",0,NA
"35254","Cd209f","CLEC4M",5487,NA
"35255","Cd209f","",5487,NA
"35256","Edem1","EDEM1",5448,NA
"35257","Gm16185","",0,NA
"35258","Rpl7a-ps10","",0,NA
"35259","Gm5371","",0,NA
"35260","Gm29241","",0,NA
"35261","Gm29240","",0,NA
"35262","A030012G06Rik","",0,NA
"35263","Wdr6","WDR6",4403,NA
"35264","Slc39a13","SLC39A13",4717,NA
"35265","Gyg","GYG1",5154,NA
"35266","Vmn2r104","",5910,NA
"35267","Trim42","TRIM42",5161,NA
"35268","Cd209g","CLEC4M",6039,NA
"35269","Cd209g","",6039,NA
"35270","Gm15891","",0,NA
"35271","Gm25607","",0,NA
"35272","Icam1","ICAM1",5129,NA
"35273","Gm10505","",0,NA
"35274","4932443L11Rik","",0,NA
"35275","Gm6749","",0,NA
"35276","Gm29781","",0,NA
"35277","Gm32858","",0,NA
"35278","Gm44125","",0,NA
"35279","Cpne2","CPNE2",4804,NA
"35280","Gm4605","",0,NA
"35281","Rpl10-ps6","",0,NA
"35282","Gm44161","",0,NA
"35283","Gm44162","",0,NA
"35284","Kif11","KIF11",5694,NA
"35285","Cpa3","CPA3",6286,NA
"35286","Gm19039","",0,NA
"35287","Gm20387","",0,NA
"35288","Gm3547","",0,NA
"35289","Vmn2r-ps126","",0,NA
"35290","Gm46424","",0,NA
"35291","Mir7216","",0,NA
"35292","Grid2","GRID2",6143,NA
"35293","Gm49795","",0,NA
"35294","1810034E14Rik","",0,NA
"35295","Fpr-rs7","",0,NA
"35296","Gm49794","",0,NA
"35297","Gm44709","",0,NA
"35298","Vmn1r-ps139","",0,NA
"35299","Nova2","NOVA2",5648,NA
"35300","Mir7217","",0,NA
"35301","Mir7218","",0,NA
"35302","Fpr-rs6","",0,NA
"35303","Gm47004","",0,NA
"35304","Vmn1r-ps140","",0,NA
"35305","Gm49796","",0,NA
"35306","Prxl2c","PRXL2C",5457,NA
"35307","Gm12167","",0,NA
"35308","Gm23412","RNU6-547P",0,NA
"35309","Gm11413","",0,NA
"35310","Cyp39a1","CYP39A1",5523,NA
"35311","Fam71b","FAM71B",5630,NA
"35312","Pafah2","PAFAH2",6082,NA
"35313","Rps16","RPS16",5329,NA
"35314","Gm47079","",0,NA
"35315","Mir7007","",0,NA
"35316","Icam4","ICAM4",4617,NA
"35317","Gbp5","GBP5",5569,NA
"35318","Med7","MED7",6388,NA
"35319","Gm44071","",0,NA
"35320","Gm8663","",0,NA
"35321","Gm44075","",0,NA
"35322","Gm46649","",0,NA
"35323","Gm44072","",0,NA
"35324","Gm38345","",0,NA
"35325","Gm37115","",0,NA
"35326","P4htm","P4HTM",5290,NA
"35327","Gm20144","",0,NA
"35328","AF357399","",0,NA
"35329","Gm37088","",0,NA
"35330","Hhex","",5427,NA
"35331","Gm25205","",0,NA
"35332","Nanos2","NANOS2",5203,NA
"35333","Atoh1","ATOH1",4985,NA
"35334","Mir1843b","",0,NA
"35335","Gm31256","",0,NA
"35336","Gm45058","",0,NA
"35337","Gm18839","",0,NA
"35338","Gm37757","",0,NA
"35339","Zfp768","ZNF768",5331,NA
"35340","Gm44038","",0,NA
"35341","Rab3gap2","RAB3GAP2",4438,NA
"35342","Gm48851","",0,NA
"35343","Gm10676","",0,NA
"35344","Atf7ip","ATF7IP",12545,NA
"35345","Rpl6l","",0,NA
"35346","Mypop","MYPOP",5031,NA
"35347","Gm8873","",0,NA
"35348","1700122C19Rik","",0,NA
"35349","Akap12","AKAP12",8501,NA
"35350","Dnmt3c","DNMT3B",0,NA
"35351","Gm12168","",0,NA
"35352","Sptbn2","SPTBN2",6628,NA
"35353","Havcr2","HAVCR2",5827,NA
"35354","G6pc2","G6PC2",6226,NA
"35355","Gm25783","RNU2-50P",0,NA
"35356","Tbc1d17","TBC1D17",3962,NA
"35357","Vmn2r105","",5628,NA
"35358","Cpb1","CPB1",5985,NA
"35359","Gm38163","",0,NA
"35360","Gm47003","",0,NA
"35361","Gm49209","",0,NA
"35362","Gm53045","",0,NA
"35363","Clstn2","CLSTN2",5526,NA
"35364","Evi5l","EVI5L",5848,NA
"35365","Mapre1","MAPRE1",5151,NA
"35366","Ctsl","",5818,NA
"35367","Gm12169","HAVCR1",5321,NA
"35368","Gm43525","",0,NA
"35369","Zbtb2","ZBTB2",5419,NA
"35370","Vmn2r106","",6580,NA
"35371","Rusc1","",5071,NA
"35372","Gm12170","",0,NA
"35373","Gm12171","",0,NA
"35374","Rpl9-ps2","",0,NA
"35375","BC053393","HAVCR1",6077,NA
"35376","Gm11184","",0,NA
"35377","1700021N21Rik","",0,NA
"35378","Gm21781","",0,NA
"35379","Spi1","SPI1",6362,NA
"35380","Stmn1","STMN1",5311,NA
"35381","Rmnd1","RMND1",5617,NA
"35382","Vmn2r-ps127","",0,NA
"35383","Vmn2r107","",6069,NA
"35384","Dppa1","",5093,NA
"35385","Gm7217","",0,NA
"35386","Vmn1r-ps141","",0,NA
"35387","Rcan2","RCAN2",11310,NA
"35388","Gm15534","",0,NA
"35389","Gm37661","",0,NA
"35390","Icam5","ICAM5",4402,NA
"35391","Cct7","CCT7",4849,NA
"35392","Efcab8","EFCAB8",5519,NA
"35393","Gm4926","",0,NA
"35394","Zfp747","",4583,NA
"35395","Ezh1","EZH1",6115,NA
"35396","Mir1900","",0,NA
"35397","4921534H16Rik","",0,NA
"35398","Mypopos","",0,NA
"35399","Gm26592","",0,NA
"35400","2610303G11Rik","",0,NA
"35401","Gm14494","",0,NA
"35402","Zglp1","ZGLP1",5368,NA
"35403","Irf2bp1","IRF2BP1",4742,NA
"35404","Sun5","SUN5",5223,NA
"35405","Foxa3","FOXA3",5386,NA
"35406","Gm13250","",0,NA
"35407","Gm47123","",0,NA
"35408","Pank4","PANK4",4166,NA
"35409","Gm49230","",0,NA
"35410","Gm49373","FDX2",0,NA
"35411","Gm49373","",0,NA
"35412","1700015C15Rik","",0,NA
"35413","9130019O22Rik","",4446,NA
"35414","Gm38431","RAVER1",0,NA
"35415","Gm38431","",0,NA
"35416","Vmn1r224","",0,NA
"35417","Cdk20","CDK20",5356,NA
"35418","Rbm4b","RBM4B",5123,NA
"35419","Gm16153","",0,NA
"35420","Vmn1r-ps142","",0,NA
"35421","Osbpl8","OSBPL8",8789,NA
"35422","Vmn1r-ps143","",0,NA
"35423","E430018J23Rik","ZNF747",4875,NA
"35424","E430018J23Rik","",4875,NA
"35425","E430018J23Rik","ZNF764",4875,NA
"35426","Grm4","GRM4",6979,NA
"35427","Nmnat3","NMNAT3",6374,NA
"35428","Smt3h2-ps2","",0,NA
"35429","Slco3a1","SLCO3A1",6119,NA
"35430","Gm37206","",0,NA
"35431","Rbm4","RBM4",5108,NA
"35432","Mir664","",0,NA
"35433","Gm34882","",0,NA
"35434","Aox1","AOX1",5767,NA
"35435","Celf2","CELF2",14978,NA
"35436","Gm28530","",0,NA
"35437","Rbp1","RBP1",4426,NA
"35438","Agtr1b","AGTR1",6070,NA
"35439","Fdx2","FDX2",4507,NA
"35440","Fdx2","",4507,NA
"35441","Gm44140","",0,NA
"35442","Grm7","GRM7",5518,NA
"35443","Gm18426","",0,NA
"35444","Gm42594","",0,NA
"35445","Gm31466","",0,NA
"35446","Gm31218","",0,NA
"35447","Gm18491","",0,NA
"35448","Gm7712","",0,NA
"35449","Gm38323","",0,NA
"35450","Fam240b","FAM240B",6220,NA
"35451","Gm18493","",0,NA
"35452","Gm37480","",0,NA
"35453","Prr36","PRR36",5444,NA
"35454","AI197445","",0,NA
"35455","Gbp7","GBP4",6409,NA
"35456","Plekhs1","PLEKHS1",5110,NA
"35457","Ccdc84","CENATAC",5366,NA
"35458","Gm32004","",0,NA
"35459","Gm32090","",0,NA
"35460","Gm49789","",0,NA
"35461","1700006H21Rik","",0,NA
"35462","Gm49790","",0,NA
"35463","Gm16005","",0,NA
"35464","Gm9703","",0,NA
"35465","Zswim6","ZSWIM6",5049,NA
"35466","Enpp5","ENPP5",5469,NA
"35467","Zfp764","ZNF747",5091,NA
"35468","Zfp764","",5091,NA
"35469","Zfp764","ZNF764",5091,NA
"35470","Gm20386","",0,NA
"35471","B230220B15Rik","",0,NA
"35472","Gm44192","",0,NA
"35473","1700054K19Rik","",0,NA
"35474","Psme3ip1","PSME3IP1",5617,NA
"35475","Smim15","SMIM15",6298,NA
"35476","Plbd1","PLBD1",5439,NA
"35477","Stk33","STK33",5480,NA
"35478","Gm43802","",0,NA
"35479","Gm7488","",0,NA
"35480","Gm24031","SNORA71",0,NA
"35481","Gm2178","",0,NA
"35482","Gm43160","",0,NA
"35483","Paqr7","PAQR7",4924,NA
"35484","Gm18215","",0,NA
"35485","Gm29137","",0,NA
"35486","Gm7565","",0,NA
"35487","Gm43675","",0,NA
"35488","Gm49774","",0,NA
"35489","Gm17849","",0,NA
"35490","Gm17935","",0,NA
"35491","Bbs10","BBS10",5638,NA
"35492","Dlg5","DLG5",4319,NA
"35493","Gm49773","",0,NA
"35494","Gm31693","",0,NA
"35495","Gm49144","",0,NA
"35496","Gm47675","",0,NA
"35497","7530428D23Rik","",0,NA
"35498","Brca2","BRCA2",5396,NA
"35499","Vmn2r108","",5775,NA
"35500","F13a1","F13A1",4976,NA
"35501","Gm40761","",0,NA
"35502","Gm43674","",0,NA
"35503","Gm43671","",0,NA
"35504","Armt1","ARMT1",5667,NA
"35505","Magi3","MAGI3",5513,NA
"35506","Vmn1r225","",0,NA
"35507","Aunip","AUNIP",5514,NA
"35508","Fam135a","FAM135A",7602,NA
"35509","Enpp4","ENPP4",5223,NA
"35510","Lmcd1","LMCD1",6297,NA
"35511","Snapc3","SNAPC3",5327,NA
"35512","Vmn2r109","",0,NA
"35513","Gm44401","",0,NA
"35514","Gm4714","",0,NA
"35515","5031434C07Rik","",0,NA
"35516","Gm44193","",0,NA
"35517","Vmn2r110","",5375,NA
"35518","Fbxo41","FBXO41",4671,NA
"35519","Gm30489","",0,NA
"35520","Dclre1a","DCLRE1A",5467,NA
"35521","Gm18643","",0,NA
"35522","Ccdc170","CCDC170",9651,NA
"35523","Gm47707","",0,NA
"35524","Gm30600","",0,NA
"35525","Gm47709","",0,NA
"35526","Gm5145","",0,NA
"35527","Gm12173","",0,NA
"35528","Gm47711","",0,NA
"35529","Fpr-rs3","",0,NA
"35530","Gm7822","",0,NA
"35531","Ramp2","RAMP2",5105,NA
"35532","Clic5","CLIC5",5022,NA
"35533","Vmn2r-ps99","",0,NA
"35534","Cbx3-ps1","",0,NA
"35535","Gm48218","",0,NA
"35536","Gm48219","",0,NA
"35537","Vmn2r-ps100","",0,NA
"35538","Gm7580","",0,NA
"35539","Gm40987","",0,NA
"35540","Gm33080","",0,NA
"35541","Gm22739","RNU1-139P",0,NA
"35542","Gm22739","RNU1-67P",0,NA
"35543","Gm22739","RNU1-89P",0,NA
"35544","Gm3266","",0,NA
"35545","Gm48220","",0,NA
"35546","Gm7726","",0,NA
"35547","Gm48221","",0,NA
"35548","Gm9105","",0,NA
"35549","Rybp-ps","",0,NA
"35550","Pan2","PAN2",5535,NA
"35551","Gm30459","",0,NA
"35552","Gm48222","",0,NA
"35553","Gm5492","",0,NA
"35554","Gm49872","",0,NA
"35555","1700095J03Rik","",0,NA
"35556","Zfp997","",5453,NA
"35557","Vmn1r226","",0,NA
"35558","0610006L08Rik","",0,NA
"35559","Gm50489","",0,NA
"35560","Gm45965","",0,NA
"35561","Gm44903","",0,NA
"35562","Gm48223","",0,NA
"35563","Gm44902","",0,NA
"35564","Vmn2r-ps102","",0,NA
"35565","Vmn1r227","",0,NA
"35566","Timd2","HAVCR1",8055,NA
"35567","Zfp688","ZNF688",5158,NA
"35568","Gm48240","",0,NA
"35569","Gm10772","",0,NA
"35570","Gm48241","",0,NA
"35571","Gm26754","",0,NA
"35572","Vmn2r-ps103","",0,NA
"35573","Prkd3","PRKD3",10850,NA
"35574","Egr4","EGR4",4973,NA
"35575","Gm48245","",0,NA
"35576","Gm46426","",0,NA
"35577","Gm18260","",0,NA
"35578","Gm48246","",0,NA
"35579","Gm25284","RNU4-56P",0,NA
"35580","C330022B21Rik","",0,NA
"35581","Gm45184","",0,NA
"35582","Gm23641","RNU6-1023P",0,NA
"35583","Gm44023","",0,NA
"35584","Gm42529","",0,NA
"35585","Vmn2r-ps104","",0,NA
"35586","4930533N22Rik","",0,NA
"35587","Gm42531","",0,NA
"35588","Ssu2","SSUH2",4737,NA
"35589","Gm43690","",0,NA
"35590","N4bp2l1","N4BP2L1",8628,NA
"35591","Rbp2","RBP2",6553,NA
"35592","Gm48247","",0,NA
"35593","Gm48244","",0,NA
"35594","Gm19119","",0,NA
"35595","Pomgnt1","POMGNT1",6987,NA
"35596","Gm48243","",0,NA
"35597","Akt1s1","AKT1S1",4325,NA
"35598","Zfp998","",5576,NA
"35599","Gm48322","",0,NA
"35600","Gm48323","",0,NA
"35601","Gm26806","",0,NA
"35602","Gm42696","",0,NA
"35603","9530097N15Rik","",0,NA
"35604","Vmn2r-ps105","",0,NA
"35605","Gm42700","",0,NA
"35606","Gm49098","",0,NA
"35607","Gm42699","",0,NA
"35608","Gm17105","",0,NA
"35609","Arih2","ARIH2",4886,NA
"35610","Gm17956","",0,NA
"35611","Gm46427","",0,NA
"35612","Gm52995","",0,NA
"35613","Afap1","AFAP1",8276,NA
"35614","Gm42702","",0,NA
"35615","Gm48351","",0,NA
"35616","Gm19034","",0,NA
"35617","Gm48360","",0,NA
"35618","Gm42701","",0,NA
"35619","E330034G19Rik","",5279,NA
"35620","Gm49399","",0,NA
"35621","Gm43258","",0,NA
"35622","Gm10769","",0,NA
"35623","C030032O16Rik","",0,NA
"35624","Gm49532","",0,NA
"35625","Gm43259","",0,NA
"35626","Gm48361","",0,NA
"35627","Lrrc8e","LRRC8E",5699,NA
"35628","Zfp640","",0,NA
"35629","Fdps","FDPS",4860,NA
"35630","Gm40988","",0,NA
"35631","Vmn2r-ps106","",0,NA
"35632","Gm44336","",0,NA
"35633","Cav3","CAV3",5480,NA
"35634","Gm40989","",0,NA
"35635","Gm48404","",0,NA
"35636","Rspry1","RSPRY1",5570,NA
"35637","Ckmt2","CKMT2",5540,NA
"35638","Oxtr","OXTR",4777,NA
"35639","Gm15519","",0,NA
"35640","Gm12174","",0,NA
"35641","Gm23002","RNU6-665P",0,NA
"35642","Mir707","",0,NA
"35643","Gm5578","",0,NA
"35644","Zfp689","ZNF689",5480,NA
"35645","Vps25","VPS25",6260,NA
"35646","Pax4","PAX4",5917,NA
"35647","1700119I11Rik","",0,NA
"35648","Rasgrf2","RASGRF2",5830,NA
"35649","Gm53003","",0,NA
"35650","B130055M24Rik","",0,NA
"35651","Gm18276","",0,NA
"35652","Gm53004","",0,NA
"35653","Gm47774","",0,NA
"35654","Gm45110","",0,NA
"35655","Gm41109","",0,NA
"35656","Gm53005","",0,NA
"35657","Gm47814","",0,NA
"35658","Sympk","SYMPK",5394,NA
"35659","Polr3a","POLR3A",5453,NA
"35660","Gm37580","",0,NA
"35661","Gm43598","",0,NA
"35662","Gm26607","",0,NA
"35663","H2af-ps1","",0,NA
"35664","Pfkfb2","PFKFB2",7652,NA
"35665","Ep400","EP400",4799,NA
"35666","Gm20075","",0,NA
"35667","Gm23955","",0,NA
"35668","Gm17190","",0,NA
"35669","Gm25148","",0,NA
"35670","Tifab","TIFAB",5704,NA
"35671","Gm43260","",0,NA
"35672","Gm43256","",0,NA
"35673","Gm37113","",0,NA
"35674","Gm23077","",0,NA
"35675","Gm22935","",0,NA
"35676","Gm47104","",0,NA
"35677","Raver1","RAVER1",5107,NA
"35678","Raver1","",5107,NA
"35679","Gm29704","",0,NA
"35680","4930550C17Rik","",0,NA
"35681","Gbp3","GBP4",5868,NA
"35682","Neurog1","NEUROG1",4687,NA
"35683","Cxcl14","CXCL14",4650,NA
"35684","Gm26957","",0,NA
"35685","Vmn1r228","",5597,NA
"35686","Gm17878","",0,NA
"35687","Gm24716","",0,NA
"35688","Gm10782","",0,NA
"35689","Slc25a48","SLC25A48",5279,NA
"35690","Vmn1r229","",0,NA
"35691","Vmn1r230","",0,NA
"35692","Rps24","RPS24",5617,NA
"35693","Gm47186","",0,NA
"35694","Vmn1r231","",0,NA
"35695","4930579K19Rik","",0,NA
"35696","Il9","IL9",4822,NA
"35697","Mir7082","",0,NA
"35698","Gm49761","",0,NA
"35699","1700084C06Rik","",0,NA
"35700","Vmn1r232","",6031,NA
"35701","Slc25a20","SLC25A20",5005,NA
"35702","Fbxl21","",5746,NA
"35703","Vmn1r-ps144","",0,NA
"35704","Qpct","QPCT",5095,NA
"35705","Gm5546","",0,NA
"35706","Foxr1","FOXR1",5820,NA
"35707","Gbp2b","GBP2",5773,NA
"35708","Specc1","SPECC1",13757,NA
"35709","Lect2","LECT2",5791,NA
"35710","Prr14","PRR14",4473,NA
"35711","Gm10338","",0,NA
"35712","Upk2","UPK2",5903,NA
"35713","Gm49869","",0,NA
"35714","Olfr744","",6072,NA
"35715","Gm5230","",0,NA
"35716","Cdc42ep3","CDC42EP3",4888,NA
"35717","2010203P06Rik","",0,NA
"35718","Olfr745","OR11H6",5475,NA
"35719","Gm3045","",0,NA
"35720","Gbp2","GBP2",5889,NA
"35721","Gm9830","",0,NA
"35722","Gm17315","",0,NA
"35723","Serpinb9g","SERPINB9",4780,NA
"35724","C030014I23Rik","",0,NA
"35725","Gm45797","",0,NA
"35726","Ppp2r1a","PPP2R1A",5066,NA
"35727","Gm45192","",0,NA
"35728","Olfr746","OR11H7",0,NA
"35729","Arl2bp","ARL2BP",5490,NA
"35730","Gm18762","",0,NA
"35731","Copb2","COPB2",4736,NA
"35732","Olfr747","OR11H4",5920,NA
"35733","Gm11387","",0,NA
"35734","Olfr748","OR11H7",0,NA
"35735","Gm11386","",0,NA
"35736","Gm11393","",0,NA
"35737","Gm6093","",0,NA
"35738","Olfr749","OR11H4",5502,NA
"35739","Gm25043","",0,NA
"35740","Gm47916","",0,NA
"35741","Gm5194","",0,NA
"35742","Gm43264","",0,NA
"35743","Ttc5","TTC5",5067,NA
"35744","Gm11388","",0,NA
"35745","Serpinb6d","SERPINB6",5670,NA
"35746","Smarcad1","SMARCAD1",6002,NA
"35747","Mir6381","",0,NA
"35748","Gbp2-ps","",0,NA
"35749","Gm19166","",0,NA
"35750","Pklr","PKLR",5325,NA
"35751","Gm11389","",0,NA
"35752","Gm26701","",0,NA
"35753","Gm11392","",0,NA
"35754","Gm11394","",0,NA
"35755","Gm11395","",0,NA
"35756","Vmn2r-ps94","",0,NA
"35757","Serpinb6e","SERPINB6",5299,NA
"35758","Vmn1r-ps145","",0,NA
"35759","Gm22540","RNU6-1242P",0,NA
"35760","Gm22540","RNU6-572P",0,NA
"35761","Gm22540","RNU6-947P",0,NA
"35762","Gm22540","RNU6-299P",0,NA
"35763","Rsph6a","RSPH6A",4770,NA
"35764","Gm47147","",0,NA
"35765","Vmn1r233","VN1R4",6193,NA
"35766","Gm47204","",0,NA
"35767","Gm10916","",0,NA
"35768","Gm47205","",0,NA
"35769","Gm48938","",0,NA
"35770","Mrps22","MRPS22",5086,NA
"35771","Ccnb1ip1","CCNB1IP1",7801,NA
"35772","Rmdn2","RMDN2",7917,NA
"35773","Serpinb6c","SERPINB6",6062,NA
"35774","Rpph1","",0,NA
"35775","Parp2","PARP2",5639,NA
"35776","Gm37637","",0,NA
"35777","Pisrt1","",0,NA
"35778","E330023G01Rik","",0,NA
"35779","Esr1","ESR1",7703,NA
"35780","Capn9","CAPN9",5145,NA
"35781","Gm37282","",0,NA
"35782","Gm37917","",0,NA
"35783","Gm38226","",0,NA
"35784","Sv2b","SV2B",8635,NA
"35785","Nkapl","NKAPL",5611,NA
"35786","Prr23a1","PRR23B",5510,NA
"35787","Prr23a1","PRR23C",5510,NA
"35788","Prr23a1","PRR23A",5510,NA
"35789","Prr23a2","PRR23B",5500,NA
"35790","Prr23a2","PRR23C",5500,NA
"35791","Prr23a2","PRR23A",5500,NA
"35792","Gm40828","",0,NA
"35793","Prr23a3","PRR23B",5831,NA
"35794","Prr23a3","PRR23C",5831,NA
"35795","Prr23a3","PRR23A",5831,NA
"35796","Zkscan4","ZKSCAN4",5557,NA
"35797","Gm5920","",0,NA
"35798","Gm33700","",0,NA
"35799","7420426K07Rik","PRR23B",5487,NA
"35800","7420426K07Rik","PRR23C",5487,NA
"35801","7420426K07Rik","PRR23A",5487,NA
"35802","Gm33778","",0,NA
"35803","Gm28266","",0,NA
"35804","Gm23779","",0,NA
"35805","Prkar2a","PRKAR2A",5858,NA
"35806","AK157302","ISCA1",0,NA
"35807","Cox5b-ps","COX5B",0,NA
"35808","Zfp389","",0,NA
"35809","Cyp1b1","CYP1B1",4894,NA
"35810","Zkscan8","ZKSCAN8",6463,NA
"35811","Hcn3","HCN3",4630,NA
"35812","Tep1","TEP1",5162,NA
"35813","Gm33055","",0,NA
"35814","Gm49984","",0,NA
"35815","Gm37555","",0,NA
"35816","1700106O07Rik","",0,NA
"35817","Gm49985","",0,NA
"35818","2310022B05Rik","C1orf198",4729,NA
"35819","Zfp160","ZNF160",5461,NA
"35820","Zfp160","ZNF665",5461,NA
"35821","Pllp","PLLP",4819,NA
"35822","Olfr1366","",5641,NA
"35823","Lrig2","LRIG2",5977,NA
"35824","Olfr1535","",0,NA
"35825","Olfr1364","",0,NA
"35826","Gm45767","",0,NA
"35827","Ccl22","CCL22",0,NA
"35828","Olfr1362","",6026,NA
"35829","Gucy2c","GUCY2C",5401,NA
"35830","Olfr11","OR2B6",0,NA
"35831","Dmwd","DMWD",4746,NA
"35832","Cnpy2","",4851,NA
"35833","Cnpy2","CNPY2",4851,NA
"35834","Olfr1361","",0,NA
"35835","Gnb1-ps3","",0,NA
"35836","Olfr1360","",5812,NA
"35837","Foxl2os","",0,NA
"35838","Cx3cl1","CX3CL1",4440,NA
"35839","Gm5681","",0,NA
"35840","Tnr","TNR",11058,NA
"35841","Vmn1r-ps146","",0,NA
"35842","Olfr1359","",5280,NA
"35843","Gm5092","",0,NA
"35844","Gm24259","",0,NA
"35845","Foxl2","FOXL2",4961,NA
"35846","H2bc13","",0,NA
"35847","Gm6811","",0,NA
"35848","H2ac13","",0,NA
"35849","Gm7732","",0,NA
"35850","Bcl9l","BCL9L",6145,NA
"35851","Trim66","TRIM66",7425,NA
"35852","Gm7736","",0,NA
"35853","H3c10","H3C7",0,NA
"35854","Gm7740","",0,NA
"35855","Gm7742","",0,NA
"35856","Vmn1r-ps147","",0,NA
"35857","H2ac14","",0,NA
"35858","Atl2","ATL2",5065,NA
"35859","H2bc14","H2BC5",5041,NA
"35860","Ccl17","CCL17",5288,NA
"35861","H4c11","H4C15",5441,NA
"35862","H4c12","H4-16",0,NA
"35863","Lurap1","LURAP1",5091,NA
"35864","H2ac15","",0,NA
"35865","Cs","CS",5173,NA
"35866","Ciapin1","CIAPIN1",5620,NA
"35867","H2bc15","",0,NA
"35868","Gm11274","",0,NA
"35869","H1f5","H1-5",4965,NA
"35870","Tspan1","TSPAN1",4934,NA
"35871","H3c11","",0,NA
"35872","H2ac22","",0,NA
"35873","H2bc22","H2BC14",5071,NA
"35874","Trgv7","",0,NA
"35875","Trgv4","TRGV11",0,NA
"35876","Gm38412","",0,NA
"35877","Gm12274","",0,NA
"35878","P3r3urf","P3R3URF",5400,NA
"35879","Myo9a","MYO9A",5407,NA
"35880","Gm9273","",0,NA
"35881","Trgv6","",0,NA
"35882","Gm43696","",0,NA
"35883","A530041M06Rik","",0,NA
"35884","4930509H03Rik","",0,NA
"35885","Trgv5","",0,NA
"35886","Rbfox3","RBFOX3",10973,NA
"35887","Gm26091","RNU6-131P",0,NA
"35888","Gm26091","RNU6-881P",0,NA
"35889","Gm26091","RNU6-366P",0,NA
"35890","Mtfr1l","MTFR1L",3915,NA
"35891","Gm43597","",0,NA
"35892","Gm43582","",0,NA
"35893","Trgj1","",0,NA
"35894","Slc16a1","SLC16A1",5414,NA
"35895","Gm23182","",0,NA
"35896","Mir7026","",0,NA
"35897","Gm22716","RNU6-105P",0,NA
"35898","Trgc1","",0,NA
"35899","Gm26079","SNORA49",0,NA
"35900","Gm22583","RNU6-480P",0,NA
"35901","Coq10a","COQ10A",5827,NA
"35902","Gm15559","",0,NA
"35903","Alms1","ALMS1",6393,NA
"35904","Vmn1r234","VN1R4",0,NA
"35905","Gm26782","",0,NA
"35906","Abcb11","ABCB11",5851,NA
"35907","N4bp2l2","N4BP2L2",5969,NA
"35908","Trgv3","",0,NA
"35909","Vmn1r-ps148","",0,NA
"35910","Gm6552","",0,NA
"35911","Gm43581","",0,NA
"35912","Trgj3","",0,NA
"35913","Gm41625","",0,NA
"35914","Gm43585","",0,NA
"35915","Gm29561","",0,NA
"35916","Trgc3","",0,NA
