"","mgi_symbol","hsapiens_homolog_associated_gene_name","Frequency","% of Ly6a TFs that bind Mouse gene’s PPR","HumanCarotid_scRNA-seq_cluster"
"39660","Prph2","PRPH2",5623,7.93502956408845,NA
"39661","Olfr820","",6495,9.16557300706998,NA
"39667","Aym1","",4396,6.20351946714082,NA
"39668","Tmem132d","TMEM132D",4912,6.9316850824831,NA
"39669","Kctd20","KCTD20",5345,7.54272328295443,NA
"39670","Olfr822","",5934,8.37390457643622,NA
"39673","Cptp","CPTP",4906,6.92321804044424,NA
"39675","Rpf1","RPF1",5673,8.00558824774565,NA
"39682","Cela3a","CELA3A",5338,7.53284506724243,NA
"39683","Cela3a","CELA3B",5338,7.53284506724243,NA
"39684","Wscd2","WSCD2",4745,6.69601907906806,NA
"39686","Olfr825","OR9K2",6208,8.76056616287767,NA
"39688","Mysm1","MYSM1",5778,8.15376148342577,NA
"39692","Eps8l3","EPS8L3",4525,6.38556087097639,NA
"39695","Stxbp5","STXBP5",5375,7.58505849314875,NA
"39697","Mrnip","MRNIP",5193,7.32822488463655,NA
"39702","Cmklr1","CMKLR1",8139,11.4855425257186,NA
"39707","Pcsk7","PCSK7",5410,7.63444957170879,NA
"39711","Trim16","TRIM16",5113,7.21533099078504,NA
"39713","Uba6","UBA6",6023,8.49949903334603,NA
"39714","Sap18b","SAP18",5027,7.09397005489466,NA
"39717","Chrnb2","CHRNB2",4772,6.73412076824295,NA
"39718","Slc38a7","SLC38A7",5539,7.81649097554436,NA
"39719","Myh7b","MYH7B",4894,6.90628395636651,NA
"39721","Dhx8","DHX8",5616,7.92515134837644,NA
"39722","Uox","",8355,11.7903560391177,NA
"39726","Cela3b","CELA3A",4822,6.80467945190015,NA
"39727","Cela3b","CELA3B",4822,6.80467945190015,NA
"39728","Iqch","IQCH",5354,7.55542384601273,NA
"39730","Cybrd1","CYBRD1",5667,7.99712120570679,NA
"39731","Got2","GOT2",5048,7.12360470203068,NA
"39733","Jun","JUN",4763,6.72142020518465,"NASMC9 "
"39736","Ubr2","UBR2",5298,7.47639812031667,NA
"39737","1700013G24Rik","",5371,7.57941379845618,NA
"39741","Odf2","ODF2",4929,6.95567503492655,NA
"39749","Aldoc","ALDOC",5294,7.47075342562409,NA
"39750","Dnase2b","DNASE2B",7680,10.8378138097456,NA
"39754","Fzd10","FZD10",4572,6.45188603361416,NA
"39757","Ficd","FICD",4369,6.16541777796593,NA
"39761","Gnrhr","GNRHR",5597,7.89833904858671,NA
"39769","4930503B20Rik","",9376,13.2311643593977,NA
"39771","Fbxl13","FBXL13",5109,7.20968629609246,NA
"39781","Ube2q1","UBE2Q1",5045,7.11937118101125,NA
"39782","Ints11","INTS11",4796,6.7679889363984,NA
"39786","Nrg1","NRG1",14309,20.1924840890168,NA
"39788","Olfr827","",5917,8.34991462399278,NA
"39789","Klhdc10","KLHDC10",10251,14.4659413233987,NA
"39790","Aatk","AATK",5596,7.89692787491357,NA
"39793","Neurod4","NEUROD4",5538,7.81507980187122,NA
"39803","Bend6","BEND6",5137,7.24919915894049,NA
"39806","Tespa1","TESPA1",6964,9.8274134597745,NA
"39808","Samd13","SAMD13",9376,13.2311643593977,NA
"39812","She","SHE",4976,7.02200019756431,NA
"39814","Lrrc17","LRRC17",5365,7.57094675641731,NA
"39815","Tagln","TAGLN",4639,6.5464346697148,NA
"39818","Ccdc89","CCDC89",5553,7.83624740696838,NA
"39820","Il6ra","IL6R",5092,7.18569634364901,NA
"39821","Tmprss11c","",6631,9.35749262661756,NA
"39822","Lgals4","LGALS4",5061,7.14194995978155,NA
"39826","Pusl1","PUSL1",3899,5.50216615158828,NA
"39827","Aagab","AAGAB",5381,7.59352553518762,NA
"39829","Sart3","SART3",4658,6.57324696950454,NA
"39830","Vmn2r84","",5658,7.98442064264849,NA
"39832","Gstm5","GSTM3",5266,7.43124056277606,NA
"39833","Prox1","PROX1",5552,7.83483623329523,NA
"39834","Uba5","UBA5",5105,7.20404160139988,NA
"39836","Vmn2r85","",5951,8.39789452887967,NA
"39837","Vmn2r86","",5971,8.42611800234255,NA
"39838","Slc6a9","SLC6A9",7389,10.4271622708607,NA
"39840","Vmn2r87","",4867,6.86818226719162,NA
"39850","Smad3","SMAD3",10182,14.3685703399517,NA
"39854","Adgb","ADGB",9244,13.0448894345427,NA
"39855","Tmprss11d","TMPRSS11D",8958,12.6412937640235,NA
"39856","Crebzf","CREBZF",5813,8.2031525619858,NA
"39860","Vgll4","VGLL4",8114,11.45026318389,NA
"39861","Rab29","RAB29",5886,8.30616824012531,NA
"39864","Klc3","KLC3",5473,7.72335351311686,NA
"39867","Smad6","SMAD6",4917,6.93874095084882,NA
"39869","Armc10","ARMC10",5253,7.41289530502519,NA
"39870","Gstm7","GSTM2",4905,6.92180686677109,NA
"39872","Tamm41","TAMM41",5642,7.96184186387819,NA
"39873","Nucks1","NUCKS1",5268,7.43406291012235,NA
"39876","Acad11","ACAD11",5043,7.11654883366496,NA
"39877","Pigs","PIGS",5354,7.55542384601273,NA
"39879","Stk38","STK38",7125,10.0546124211507,NA
"39882","Tmprss11a","TMPRSS11A",5592,7.89128318022099,NA
"39884","Prdx6","PRDX6",5770,8.14247209404061,NA
"39886","Syn2","SYN2",6057,8.54747893823293,NA
"39887","Napepld","NAPEPLD",5535,7.81084628085178,NA
"39888","Sqstm1","SQSTM1",4838,6.82725823067045,NA
"39889","Lgals7","LGALS7",5225,7.37338244217716,NA
"39890","Lgals7","LGALS7B",5225,7.37338244217716,NA
"39892","Iscu","",4744,6.69460790539492,NA
"39893","Dock6","DOCK6",5313,7.49756572541383,NA
"39894","Gstm6","GSTM1",4658,6.57324696950454,NA
"39895","Tmem126a","TMEM126A",5243,7.39878356829375,NA
"39898","Rab32","",5105,7.20404160139988,NA
"39900","Tmem237","TMEM237",5804,8.19045199892751,NA
"39906","Tmprss11g","",5887,8.30757941379846,NA
"39908","Fbxw10","FBXW10",5015,7.07703597081693,NA
"39909","Fbxw10","CDRT1",5015,7.07703597081693,NA
"39910","Fbxw10","",5015,7.07703597081693,NA
"39913","Timp4","TIMP4",4756,6.71154198947264,NA
"39916","Grm1","GRM1",6007,8.47692025457573,NA
"39917","Ap2a1","AP2A1",5172,7.29859023750053,NA
"39919","Pparg","PPARG",11816,16.674428121869,NA
"39920","Ccdc24","CCDC24",4246,5.99184341616923,NA
"39921","Tmem119","TMEM119",4581,6.46458659667245,"NASMC5 "
"39923","Selplg","SELPLG",5587,7.88422731185527,NA
"39925","Gstm3","GSTM1",4524,6.38414969730325,NA
"39926","Tmprss11f","TMPRSS11F",6159,8.69141865289361,NA
"39933","Atp8b2","ATP8B2",4833,6.82020236230473,NA
"39934","Srsf3","SRSF3",5474,7.72476468679,NA
"39935","Unc119","UNC119",5721,8.07332458405656,NA
"39936","Piwil1","PIWIL1",8576,12.1022254208825,NA
"39937","Hspg2","HSPG2",4425,6.244443503662,NA
"39938","Tvp23b","TVP23C-CDRT4",5882,8.30052354543274,NA
"39939","Cdh23","CDH23",4455,6.28677871385631,NA
"39942","Tsen2","TSEN2",5538,7.81507980187122,NA
"39944","Ackr4","ACKR4",9502,13.4089722422138,NA
"39949","Slc45a3","SLC45A3",6854,9.67218435572866,NA
"39950","Cdkn1a","CDKN1A",4596,6.48575420176961,NA
"39951","Lctl","LCTL",5950,8.39648335520653,NA
"39953","Mgat4b","MGAT4B",6587,9.29540098499922,NA
"39954","Mkrn2os","MKRN2OS",4966,7.00788846083287,NA
"39956","Mkrn2","MKRN2",5332,7.52437802520356,NA
"39958","Rab44","RAB44",7806,11.0156216925617,NA
"39959","Tnfsf4","TNFSF4",4975,7.02058902389117,NA
"39960","Elk4","ELK4",5327,7.51732215683784,NA
"39962","Wdr1","WDR1",4383,6.18517420938995,NA
"39963","Tmem209","TMEM209",6088,8.59122532210039,NA
"39964","Angptl8","ANGPTL8",4549,6.41942903913185,NA
"39970","Rps6kc1","RPS6KC1",5189,7.32258018994398,NA
"39971","Cdrt4","CDRT4",5026,7.09255888122151,NA
"39972","Dhx30","DHX30",7568,10.6797623583534,NA
"39973","Cpne5","CPNE5",4608,6.50268828584734,NA
"39975","Foxn1","FOXN1",4805,6.7806894994567,NA
"39978","Pmpcb","PMPCB",5516,7.78403398106205,NA
"39980","Tekt3","TEKT3",5218,7.36350422646515,NA
"39984","Gstm2","GSTM1",4892,6.90346160902022,NA
"39985","Fggy","FGGY",9408,13.2763219169383,NA
"39986","Ltc4s","",4613,6.50974415421306,NA
"39987","Ckm","CKM",4680,6.6042927903137,NA
"39989","Ppil1","PPIL1",5442,7.6796071292494,NA
"39990","Tnfsf18","TNFSF18",5769,8.14106092036747,NA
"39991","Tmprss11b","",5580,7.87434909614326,NA
"39994","Slc13a2","SLC13A2",5134,7.24496563792106,NA
"39997","Prkacb","PRKACB",11089,15.6485048614933,NA
"40000","Bckdk","BCKDK",5333,7.52578919887671,NA
"40001","Fasl","FASLG",4995,7.04881249735405,NA
"40004","Zfp518b","ZNF518B",4767,6.72706489987723,NA
"40005","BC004004","C6orf89",6213,8.76762203124339,NA
"40008","Tmprss11e","TMPRSS11E",6068,8.56300184863751,NA
"40009","Etv4","ETV4",5091,7.18428516997587,NA
"40011","Angel2","ANGEL2",5600,7.90257256960614,NA
"40015","Coro1c","CORO1C",8325,11.7480208289234,NA
"40017","Capn12","CAPN12",4801,6.77504480476412,NA
"40023","Ldlrad2","LDLRAD2",5570,7.86023735941182,NA
"40024","Clnk","CLNK",6027,8.50514372803861,NA
"40027","Acap3","ACAP3",3919,5.53038962505115,NA
"40029","Ampd3","AMPD3",6921,9.7667329918293,NA
"40030","Suco","SUCO",6595,9.30669037438438,NA
"40031","Slc46a1","SLC46A1",4949,6.98389850838943,NA
"40033","Nrg1","",14309,20.1924840890168,NA
"40034","Ssmem1","SSMEM1",6795,9.58892510901317,NA
"40038","Maml1","MAML1",5763,8.13259387832861,"NASMC9 "
"40047","Cdh8","CDH8",5527,7.79955689146663,NA
"40052","Gstm1","GSTM1",4805,6.7806894994567,NA
"40054","Cpa2","CPA2",5646,7.96748655857076,NA
"40055","Hs3st1","HS3ST1",8809,12.4310288867251,NA
"40056","Meox1","MEOX1",5225,7.37338244217716,NA
"40061","Pmp22","PMP22",5362,7.56671323539788,NA
"40066","Kat8","KAT8",5137,7.24919915894049,NA
"40068","Dnajc2","DNAJC2",6208,8.76056616287767,NA
"40073","B4galt2","B4GALT2",4301,6.06945796819215,NA
"40074","Hax1","HAX1",5825,8.22008664606353,NA
"40075","Cpa4","CPA4",4891,6.90205043534708,NA
"40081","Sost","SOST",5241,7.39596122094746,"NASMC1 SMC8 "
"40083","Prss8","PRSS8",4581,6.46458659667245,NA
"40085","Vash2","VASH2",4391,6.1964635987751,NA
"40088","Rab3d","RAB3D",4964,7.00506611348659,NA
"40091","Hs3st3b1","HS3ST3B1",4506,6.35874857118666,NA
"40092","Raf1","RAF1",5820,8.21303077769781,NA
"40093","Sarm1","SARM1",5247,7.40442826298633,NA
"40094","Tsks","TSKS",5360,7.56389088805159,NA
"40095","Tmem205","TMEM205",4858,6.85548170413333,NA
"40104","Gstm4","GSTM4",5590,7.8884608328747,NA
"40106","4930558K02Rik","C1orf105",5439,7.67537360822996,NA
"40107","Epb42","EPB42",5375,7.58505849314875,NA
"40112","Atp6v0b","ATP6V0B",4052,5.7180757235793,NA
"40114","Dnajc13","DNAJC13",5555,7.83906975431466,NA
"40119","Pigc","PIGC",5107,7.20686394874617,NA
"40122","Cdh11","CDH11",5093,7.18710751732216,NA
"40123","Pi16","PI16",5210,7.35221483708,NA
"40124","Rab28","RAB28",5617,7.92656252204959,NA
"40125","Cox10","COX10",5239,7.39313887360117,NA
"40127","Mark4","MARK4",4469,6.30653514528033,NA
"40128","Ttll7","TTLL7",6148,8.67589574248903,NA
"40129","Flvcr1","FLVCR1",5446,7.68525182394197,NA
"40132","Wrn","WRN",8627,12.1741952782129,NA
"40133","Nkx3-2","NKX3-2",4770,6.73129842089666,NA
"40134","Dph2","DPH2",4119,5.81262435967995,NA
"40135","Canx","CANX",6057,8.54747893823293,NA
"40136","Ythdc1","YTHDC1",6075,8.57288006434952,NA
"40137","Ipo13","IPO13",4724,6.66638443193204,NA
"40139","Tgm5","TGM5",5640,7.9590195165319,NA
"40140","Spata45","SPATA45",5404,7.62598252966993,NA
"40142","Mtch1","MTCH1",5436,7.67114008721053,NA
"40143","Mfsd4a","MFSD4A",4372,6.16965129898537,NA
"40145","Cpa5","CPA5",5516,7.78403398106205,NA
"40146","Exoc3l2","EXOC3L2",7171,10.1195264101153,NA
"40149","Bloc1s3","BLOC1S3",4928,6.9542638612534,NA
"40150","Gle1","GLE1",4973,7.01776667654488,NA
"40151","Dusp3","",5481,7.73464290250201,NA
"40152","Rnf141","RNF141",6618,9.33914736886669,NA
"40155","Hook1","HOOK1",6294,8.88192709876805,NA
"40156","Zwilch","ZWILCH",5089,7.18146282262958,NA
"40168","Tnik","TNIK",5745,8.10719275221201,NA
"40170","Cpa1","CPA1",4697,6.62828274275715,NA
"40176","Cep131","CEP131",4399,6.20775298816025,NA
"40177","Lcmt2","LCMT2",5389,7.60481492457277,NA
"40179","Psmc2","PSMC2",6195,8.74222090512679,NA
"40185","Lyve1","LYVE1",4895,6.90769513003965,NA
"40189","Purg","PURG",5180,7.30987962688568,NA
"40190","Tmem40","TMEM40",5712,8.06062402099826,NA
"40191","Prss36","PRSS36",6453,9.10630371279793,NA
"40195","Tex15","TEX15",5926,8.36261518705107,NA
"40196","Kcnq2","KCNQ2",4736,6.68331851600976,NA
"40198","Ugt2b34","",5370,7.57800262478303,NA
"40200","Cdh5","CDH5",6364,8.98070925588812,NA
"40201","Ssh1","SSH1",5585,7.88140496450898,NA
"40202","Ccdc159","CCDC159",4749,6.70166377376064,NA
"40204","Ppp2cb","PPP2CB",5180,7.30987962688568,NA
"40205","Fanci","FANCI",5498,7.75863285494546,NA
"40206","Ubxn8","UBXN8",5165,7.28871202178852,NA
"40207","Fgd2","FGD2",6160,8.69282982656676,NA
"40209","Cdk18","CDK18",5098,7.19416338568788,NA
"40211","Cand2","CAND2",5370,7.57800262478303,NA
"40212","Bean1","BEAN1",5590,7.8884608328747,NA
"40213","Artn","ARTN",5314,7.49897689908697,NA
"40214","Cyp2j13","CYP2J2",5014,7.07562479714378,NA
"40216","Rpl32","RPL32",4639,6.5464346697148,NA
"40217","Vtn","VTN",5291,7.46651990460466,NA
"40218","Vtn","",5291,7.46651990460466,NA
"40221","Efcab12","EFCAB12",5285,7.4580528625658,NA
"40222","Sidt2","SIDT2",4614,6.5111553278862,NA
"40226","Gsr","GSR",5946,8.39083866051395,NA
"40227","Atg16l1","ATG16L1",5427,7.65843952415224,NA
"40230","Cep41","CEP41",7466,10.5358226436928,NA
"40231","Ugt2b1","",6012,8.48397612294145,NA
"40232","Cyp2j12","",5765,8.13541622567489,NA
"40233","Hs3st3a1","HS3ST3A1",5115,7.21815333813132,NA
"40241","Cfap97d1","CFAP97D1",5339,7.53425624091557,NA
"40244","Ugt2b35","",6570,9.27141103255578,NA
"40248","Usp48","USP48",10808,15.2519650593399,NA
"40251","Bod1l","BOD1L1",5500,7.76145520229175,NA
"40252","Sebox","SEBOX",5132,7.24214329057477,NA
"40254","Tmem199","TMEM199",5551,7.83342505962209,NA
"40260","Pim1","PIM1",5452,7.69371886598084,NA
"40261","Pard3","PARD3",12328,17.3969490425187,NA
"40262","Tepsin","TEPSIN",4285,6.04687918942184,NA
"40264","Trappc6a","TRAPPC6A",4924,6.94861916656083,NA
"40267","Dao","DAO",5173,7.30000141117367,NA
"40269","Tmem217","TMEM217",5558,7.8433032753341,NA
"40270","Tbc1d22b","TBC1D22B",5130,7.23932094322848,NA
"40274","Mbd4","MBD4",5430,7.66267304517167,NA
"40275","Ugt2b36","",5852,8.25818833523842,NA
"40276","Nkpd1","NKPD1",4120,5.81403553335309,NA
"40277","Ppp1r37","PPP1R37",4572,6.45188603361416,NA
"40285","Ndufaf8","NDUFAF8",4284,6.0454680157487,NA
"40290","Mest","MEST",8612,12.1530276731157,NA
"40291","Rnf8","RNF8",5272,7.43970760481492,NA
"40292","Slc26a5","SLC26A5",9101,12.8430915992831,NA
"40293","Poldip2","POLDIP2",5571,7.86164853308497,NA
"40294","Cpt1c","CPT1C",4365,6.15977308327336,NA
"40297","Rpl4","RPL4",4991,7.04316780266147,NA
"40300","Cmtr1","CMTR1",8408,11.8651482437944,NA
"40301","Ube2j2","UBE2J2",4949,6.98389850838943,NA
"40304","Ugt2b5","",6155,8.68577395820104,NA
"40308","Hnrnph1","HNRNPH1",5678,8.01264411611137,NA
"40310","Ugt2b37","",5932,8.37108222908993,NA
"40317","Snapc5","SNAPC5",4675,6.59723692194798,NA
"40318","Acpp","ACP3",5581,7.87576026981641,NA
"40319","Svop","SVOP",4530,6.39261673934211,NA
"40320","Actn4","ACTN4",9248,13.0505341292353,"NASMC2 "
"40321","Ugt2a3","UGT2A3",5415,7.64150544007451,NA
"40324","Rimbp2","RIMBP2",12344,17.419527821289,NA
"40330","Plppr2","PLPPR2",4943,6.97543146635056,NA
"40333","Ccdc167","CCDC167",4978,7.0248225449106,NA
"40334","Vsir","VSIR",5796,8.17916260954236,NA
"40335","Mpp4","MPP4",6107,8.61803762189013,NA
"40336","Rufy1","RUFY1",5302,7.48204281500924,NA
"40339","Ift122","IFT122",5391,7.60763727191906,NA
"40342","Swsap1","SWSAP1",5297,7.47498694664352,NA
"40344","St3gal3","ST3GAL3",8185,11.5504565146833,NA
"40346","Map2k1","MAP2K1",4645,6.55490171175367,NA
"40347","Mdga1","MDGA1",4972,7.01635550287174,NA
"40348","Tnfaip1","TNFAIP1",4313,6.08639205226987,NA
"40349","Gm17455","C10orf105",4609,6.50409945952048,NA
"40351","Slc29a3","SLC29A3",4542,6.40955082341984,NA
"40352","Cyp2j11","",5560,7.84612562268038,NA
"40353","Epor","EPOR",5401,7.62174900865049,NA
"40355","Mpp3","MPP3",5360,7.56389088805159,NA
"40358","Gemin7","GEMIN7",5083,7.17299578059072,NA
"40363","Uchl4","UCHL3",4872,6.87523813555734,NA
"40365","Shprh","SHPRH",5002,7.05869071306606,NA
"40366","Tfeb","TFEB",10965,15.4735193260235,NA
"40367","Pafah1b2","PAFAH1B2",8789,12.4028054132622,NA
"40368","C1qtnf12","C1QTNF12",4768,6.72847607355037,NA
"40371","Zfp296","ZNF296",4534,6.39826143403469,NA
"40372","B3galt6","B3GALT6",4974,7.01917785021803,NA
"40373","Irag1","IRAG1",7687,10.8476920254576,NA
"40374","Cyp2j6","",5873,8.28782298237444,NA
"40375","Cyp2j9","CYP2J2",6569,9.26999985888263,NA
"40380","Tipin","TIPIN",5620,7.93079604306902,NA
"40382","Ugt2b38","",6706,9.46333065210336,NA
"40383","Cyp2j5","",4887,6.8964057406545,NA
"40384","Ugt2a1","UGT2A1",7340,10.3580147608766,NA
"40386","Cpne4","CPNE4",10937,15.4340064631754,"NASMC8 "
"40387","Usp30","USP30",7727,10.9041389723833,NA
"40388","Gm12695","C1orf87",5938,8.3795492711288,NA
"40394","Ift20","IFT20",4320,6.09627026798188,NA
"40395","Sdf4","SDF4",5104,7.20263042772674,NA
"40397","Eif3k","EIF3K",5069,7.1532393491667,NA
"40400","Alkbh2","ALKBH2",4661,6.57748049052397,NA
"40402","Zfand3","ZFAND3",5449,7.6894853449614,NA
"40403","Ugt2a2","UGT2A2",6403,9.03574502914074,NA
"40404","Rgl3","RGL3",4971,7.01494432919859,NA
"40406","Adamts2","ADAMTS2",4091,5.77311149683192,"NASMC4 "
"40407","Cpeb2","CPEB2",5599,7.901161395933,NA
"40408","Fus","FUS",5832,8.22996486177554,NA
"40415","Lemd1","LEMD1",8895,12.5523898226155,NA
"40416","Mdfi","MDFI",5515,7.78262280738891,NA
"40417","Copg2","COPG2",6186,8.7295203420685,NA
"40422","Fbxo30","FBXO30",6204,8.75492146818509,NA
"40426","Tmem97","TMEM97",4923,6.94720799288768,NA
"40430","Klhdc8a","KLHDC8A",4742,6.69178555804863,NA
"40431","Odad3","ODAD3",4856,6.85265935678704,NA
"40439","Unc5b","UNC5B",5181,7.31129080055882,NA
"40442","Tatdn3","TATDN3",4894,6.90628395636651,NA
"40443","C1qtnf7","C1QTNF7",8516,12.0175550004939,NA
"40444","Elac2","ELAC2",5689,8.02816702651595,NA
"40449","Btbd9","BTBD9",5824,8.21867547239039,NA
"40451","Tnfrsf18","TNFRSF18",4694,6.62404922173772,NA
"40452","Stx2","STX2",6760,9.53953403045313,NA
"40453","Mrpl3","MRPL3",5449,7.6894853449614,NA
"40454","Rap1gap","RAP1GAP",7350,10.3721264976081,NA
"40463","Rho","RHO",4566,6.44341899157529,NA
"40465","Sult1b1","SULT1B1",6399,9.03010033444816,NA
"40468","Pycard","PYCARD",5781,8.1579950044452,NA
"40481","Smarcc1","SMARCC1",8163,11.5194106938741,NA
"40487","Epm2a","EPM2A",4964,7.00506611348659,NA
"40488","Pira2","LILRB4",5176,7.3042349321931,NA
"40489","Pira2","LILRB3",5176,7.3042349321931,NA
"40490","Pira2","LILRB5",5176,7.3042349321931,NA
"40491","Pira2","LILRA6",5176,7.3042349321931,NA
"40492","Pira2","LILRA4",5176,7.3042349321931,NA
"40493","Pira2","LILRA5",5176,7.3042349321931,NA
"40503","Tsga13","TSGA13",5162,7.28447850076909,NA
"40507","Ran","",5338,7.53284506724243,NA
"40509","Slc2a2","SLC2A2",5125,7.23226507486276,NA
"40513","Dnm3","DNM3",8654,12.2122969673878,NA
"40517","Klf14","KLF14",5900,8.32592467154933,NA
"40521","Ctr9","CTR9",5255,7.41571765237148,NA
"40528","H1f8","H1-8",4736,6.68331851600976,NA
"40535","Pcbd1","PCBD1",5564,7.85177031737296,NA
"40536","Glo1","GLO1",7800,11.0071546505228,NA
"40537","Sult1d1","",5960,8.41059509193797,NA
"40544","Zfp354c","ZNF354C",5632,7.94773012714675,NA
"40545","Ampd2","AMPD2",4521,6.37991617628381,NA
"40546","Sgpl1","SGPL1",5206,7.34657014238742,NA
"40547","Ung","UNG",4823,6.80609062557329,NA
"40548","Nlk","NLK",5319,7.50603276745269,NA
"40560","Zfp879","ZNF879",4847,6.83995879372874,NA
"40562","Plxnd1","PLXND1",4311,6.08356970492359,NA
"40563","Dnah8","DNAH8",5968,8.42188448132312,NA
"40565","Ccnq","CCNQ",5077,7.16452873855185,NA
"40568","Lyrm9","",5143,7.25766620097935,NA
"40569","Kdm4a","KDM4A",5067,7.15041700182041,NA
"40570","Trim72","TRIM72",5272,7.43970760481492,NA
"40571","Sult1e1","SULT1E1",6044,8.52913368048206,NA
"40572","Sult1e1","",6044,8.52913368048206,NA
"40573","Grm6","GRM6",5095,7.18992986466844,NA
"40577","Pira12","LILRB4",5272,7.43970760481492,NA
"40578","Pira12","LILRB3",5272,7.43970760481492,NA
"40579","Pira12","LILRB5",5272,7.43970760481492,NA
"40580","Pira12","LILRA6",5272,7.43970760481492,NA
"40581","Pira12","LILRA4",5272,7.43970760481492,NA
"40582","Pira12","LILRA5",5272,7.43970760481492,NA
"40583","Reln","RELN",5737,8.09590336282686,NA
"40590","Lilra6","LILRB4",5229,7.37902713686973,NA
"40591","Lilra6","LILRB3",5229,7.37902713686973,NA
"40592","Lilra6","LILRB5",5229,7.37902713686973,NA
"40593","Lilra6","LILRA6",5229,7.37902713686973,NA
"40594","Lilra6","LILRA4",5229,7.37902713686973,NA
"40595","Lilra6","LILRA5",5229,7.37902713686973,NA
"40597","Eif5a2","EIF5A2",6001,8.46845321253687,NA
"40599","Cd300lg","CD300LG",4907,6.92462921411738,NA
"40601","Rpl22l1","RPL22L1",5396,7.61469314028477,NA
"40603","Nsl1","NSL1",4890,6.90063926167393,NA
"40604","Utrn","UTRN",14938,21.0801123294244,NA
"40610","Gm1527","",4995,7.04881249735405,NA
"40616","Polg","POLG",4679,6.60288161664056,NA
"40620","Gnat2","GNAT2",4593,6.48152068075018,NA
"40625","Batf3","BATF3",4665,6.58312518521654,NA
"40626","Nuak2","NUAK2",4885,6.89358339330821,NA
"40629","Nudt16","NUDT16",4864,6.86394874617219,NA
"40630","Zfp454","ZNF454",5459,7.70359708169284,NA
"40631","Sik3","SIK3",5024,7.08973653387522,NA
"40633","Tmcc1","TMCC1",17425,24.5897012545334,NA
"40634","Egfem1","",5574,7.8658820541044,NA
"40636","Alpl","ALPL",9262,13.0702905606593,NA
"40637","Zfp2","ZFP2",6025,8.50232138069232,NA
"40649","Fam71a","FAM71A",4818,6.79903475720757,NA
"40651","Cc2d2a","CC2D2A",6889,9.7215754342887,NA
"40652","Sag","SAG",5349,7.54836797764701,NA
"40658","Mpp2","MPP2",6071,8.56723536965694,NA
"40659","Gnai3","GNAI3",5354,7.55542384601273,NA
"40662","Ttll10","TTLL10",6065,8.55876832761808,NA
"40663","Mkln1","MKLN1",5289,7.46369755725837,NA
"40671","Gpr61","GPR61",4968,7.01071080817916,NA
"40672","Nudt16l2","NUDT16",4770,6.73129842089666,NA
"40674","Zfp354b","ZNF354B",5431,7.66408421884481,NA
"40675","Atf3","ATF3",8605,12.1431494574037,"NASMC9 "
"40677","Amigo1","AMIGO1",5130,7.23932094322848,NA
"40678","Apoa1","APOA1",4519,6.37709382893753,NA
"40680","Orc5","ORC5",5338,7.53284506724243,NA
"40681","Nos2","NOS2",6269,8.84664775693945,NA
"40682","Cspg5","CSPG5",5292,7.4679310782778,NA
"40683","Cyb561d1","CYB561D1",4222,5.95797524801377,NA
"40684","Tmcc2","TMCC2",7712,10.8829713672862,NA
"40685","Podxl","PODXL",5051,7.12783822305011,NA
"40690","Ece1","ECE1",7277,10.2691108194686,NA
"40691","Atxn7l2","ATXN7L2",4841,6.83149175168988,NA
"40699","Apoc3","APOC3",4547,6.41660669178556,NA
"40702","Als2","ALS2",5253,7.41289530502519,NA
"40703","Stx11","STX11",5292,7.4679310782778,NA
"40708","Adgrd1","ADGRD1",4817,6.79762358353443,NA
"40713","Apoa4","APOA4",4771,6.7327095945698,NA
"40715","Sf3b5","SF3B5",5856,8.26383302993099,NA
"40724","Tbata","TBATA",6026,8.50373255436547,NA
"40725","Gtf2e2","GTF2E2",5832,8.22996486177554,NA
"40726","1700012A03Rik","",5245,7.40160591564004,NA
"40727","Dis3l","DIS3L",5552,7.83483623329523,NA
"40728","Map4k1","MAP4K1",5183,7.31411314790511,NA
"40730","Plxna4","PLXNA4",4660,6.57606931685082,NA
"40731","Ptprf","PTPRF",5028,7.0953812285678,NA
"40732","Ppy","PPY",4509,6.36298209220609,NA
"40733","Smim18","SMIM18",5653,7.97736477428277,NA
"40736","Sypl2","SYPL2",6066,8.56017950129122,NA
"40737","Tk2","TK2",5465,7.71206412373171,NA
"40738","Prop1","PROP1",4770,6.73129842089666,NA
"40740","Arhgap44","ARHGAP44",5266,7.43124056277606,NA
"40744","Adgrl2","ADGRL2",11206,15.8136121812511,NA
"40745","Acacb","ACACB",7614,10.7446763473181,NA
"40749","Eef1aknmt","METTL13",5077,7.16452873855185,NA
"40755","Washc2","WASHC2A",5400,7.62033783497735,NA
"40756","Washc2","WASHC2C",5400,7.62033783497735,NA
"40762","Glp1r","GLP1R",4023,5.67715168705813,NA
"40763","Nrp1","NRP1",6260,8.83394719388115,"NASMC6 "
"40766","Il15ra","IL15RA",5804,8.19045199892751,NA
"40767","9430015G10Rik","C1orf159",4936,6.96555325063856,NA
"40768","Nek11","NEK11",5129,7.23790976955534,NA
"40770","Adamts14","ADAMTS14",5114,7.21674216445818,NA
"40771","Nenf","NENF",5344,7.54131210928129,NA
"40776","Itgb1","ITGB1",6230,8.79161198368683,NA
"40777","Pacc1","PACC1",5275,7.44394112583436,NA
"40783","Dlg2","DLG2",17591,24.8239560842753,NA
