"","X","mgi_symbol","hsapiens_homolog_associated_gene_name","Associated_Myh11_TFs","Frequency","X..of.Myh11.TFs.that.bind.Mouse.gene.s.PPR"
"21636",21636,"Lcn4","OBP2A",NA,844,8.70103092783505
"21637",21637,"Lcn4","OBP2B",NA,844,8.70103092783505
"21706",21706,"Pygb","PYGB",NA,844,8.70103092783505
"478",478,"Ube2v2","UBE2V2",NA,843,8.69072164948454
"713",713,"Ckap4","CKAP4",NA,843,8.69072164948454
"1036",1036,"Trem2","TREM2",NA,843,8.69072164948454
"1657",1657,"Nme5","NME5",NA,843,8.69072164948454
"1880",1880,"Gm14393","",NA,843,8.69072164948454
"3085",3085,"Mccc1","MCCC1",NA,843,8.69072164948454
"3996",3996,"Dpysl2","DPYSL2",NA,843,8.69072164948454
"4294",4294,"Tmtc4","TMTC4",NA,843,8.69072164948454
"4397",4397,"Tnfsf14","TNFSF14",NA,843,8.69072164948454
"5020",5020,"Tmem201","TMEM201",NA,843,8.69072164948454
"5655",5655,"Efna5","EFNA5",NA,843,8.69072164948454
"6064",6064,"Sertad1","SERTAD1",NA,843,8.69072164948454
"6103",6103,"Per3","PER3",NA,843,8.69072164948454
"6698",6698,"Olfr985","OR8D4",NA,843,8.69072164948454
"6738",6738,"Tmprss2","TMPRSS2",NA,843,8.69072164948454
"7219",7219,"Zfp791","ZNF791",NA,843,8.69072164948454
"7229",7229,"Fam3a","FAM3A",NA,843,8.69072164948454
"7388",7388,"Cyb5r2","CYB5R2",NA,843,8.69072164948454
"7759",7759,"Cpsf7","CPSF7",NA,843,8.69072164948454
"8029",8029,"Dhrs7b","DHRS7B",NA,843,8.69072164948454
"8062",8062,"Foxg1","FOXG1",NA,843,8.69072164948454
"8329",8329,"Mettl17","METTL17",NA,843,8.69072164948454
"8972",8972,"Slc9a9","SLC9A9",NA,843,8.69072164948454
"9131",9131,"Ecel1","ECEL1",NA,843,8.69072164948454
"9358",9358,"Cftr","CFTR",NA,843,8.69072164948454
"10040",10040,"Gm17019","",NA,843,8.69072164948454
"10333",10333,"Lgr5","LGR5",NA,843,8.69072164948454
"10948",10948,"Prrxl1","DRGX",NA,843,8.69072164948454
"11004",11004,"Hes1","HES1",NA,843,8.69072164948454
"11658",11658,"Fam72a","FAM72B",NA,843,8.69072164948454
"11659",11659,"Fam72a","FAM72D",NA,843,8.69072164948454
"11660",11660,"Fam72a","FAM72C",NA,843,8.69072164948454
"11661",11661,"Fam72a","FAM72A",NA,843,8.69072164948454
"11731",11731,"Tmem134","TMEM134",NA,843,8.69072164948454
"12191",12191,"Cstdc5","CSTA",NA,843,8.69072164948454
"12479",12479,"Larp6","LARP6",NA,843,8.69072164948454
"12802",12802,"Eda","EDA",NA,843,8.69072164948454
"12821",12821,"Chd1","CHD1",NA,843,8.69072164948454
"13061",13061,"Ccnl2","CCNL2",NA,843,8.69072164948454
"13107",13107,"Idi1","IDI1",NA,843,8.69072164948454
"13378",13378,"Cd3d","CD3D",NA,843,8.69072164948454
"13532",13532,"Vmn1r228","",NA,843,8.69072164948454
"13539",13539,"Dusp11","DUSP11",NA,843,8.69072164948454
"13607",13607,"Rdh13","RDH13",NA,843,8.69072164948454
"14509",14509,"Tmem205","TMEM205",NA,843,8.69072164948454
"14694",14694,"Rnf186","RNF186",NA,843,8.69072164948454
"14789",14789,"Iqcn","IQCN",NA,843,8.69072164948454
"14848",14848,"Nudt16l2","NUDT16",NA,843,8.69072164948454
"15218",15218,"Asb1","ASB1",NA,843,8.69072164948454
"15237",15237,"Tusc3","TUSC3",NA,843,8.69072164948454
"15337",15337,"Isoc2b","ISOC2",NA,843,8.69072164948454
"15403",15403,"She","SHE",NA,843,8.69072164948454
"15471",15471,"Igdcc3","IGDCC3",NA,843,8.69072164948454
"15683",15683,"Mfsd2a","MFSD2A",NA,843,8.69072164948454
"15752",15752,"Ret","RET",NA,843,8.69072164948454
"15806",15806,"Zfp14","ZFP14",NA,843,8.69072164948454
"16790",16790,"Cdt1","CDT1",NA,843,8.69072164948454
"16985",16985,"Pglyrp2","PGLYRP2",NA,843,8.69072164948454
"17683",17683,"Tmem54","TMEM54",NA,843,8.69072164948454
"17955",17955,"Gm11437","C17orf78",NA,843,8.69072164948454
"18807",18807,"Sh3bp5l","SH3BP5L",NA,843,8.69072164948454
"20018",20018,"Coil","COIL",NA,843,8.69072164948454
"20044",20044,"Fktn","FKTN",NA,843,8.69072164948454
"20194",20194,"Mrps24","MRPS24",NA,843,8.69072164948454
"20699",20699,"Pitpnm3","PITPNM3",NA,843,8.69072164948454
"21225",21225,"Spop","SPOP",NA,843,8.69072164948454
"21680",21680,"Cstdc2","CST9L",NA,843,8.69072164948454
"21716",21716,"Zfyve19","ZFYVE19",NA,843,8.69072164948454
"360",360,"Arsi","ARSI",NA,842,8.68041237113402
"564",564,"Pde6a","PDE6A",NA,842,8.68041237113402
"778",778,"Zdhhc23","ZDHHC23",NA,842,8.68041237113402
"1030",1030,"Sft2d3","SFT2D3",NA,842,8.68041237113402
"1202",1202,"Themis","THEMIS",NA,842,8.68041237113402
"1289",1289,"Fam216a","FAM216A",NA,842,8.68041237113402
"1320",1320,"Stard4","STARD4",NA,842,8.68041237113402
"1530",1530,"Cwc25","CWC25",NA,842,8.68041237113402
"2336",2336,"Ccdc97","CCDC97",NA,842,8.68041237113402
"2663",2663,"Nanos1","NANOS1",NA,842,8.68041237113402
"2764",2764,"Trappc3l","TRAPPC3L",NA,842,8.68041237113402
"3253",3253,"H2-Eb2","HLA-DRB5",NA,842,8.68041237113402
"3254",3254,"H2-Eb2","HLA-DRB1",NA,842,8.68041237113402
"3470",3470,"Cyp2b23","",NA,842,8.68041237113402
"3740",3740,"Klk4","KLK4",NA,842,8.68041237113402
"3761",3761,"Mapk12","MAPK12",NA,842,8.68041237113402
"3856",3856,"Mphosph10","MPHOSPH10",NA,842,8.68041237113402
"4071",4071,"Pcdhga7","PCDHGA7",NA,842,8.68041237113402
"4733",4733,"Vmn2r70","",NA,842,8.68041237113402
"4894",4894,"Mettl1","METTL1",NA,842,8.68041237113402
"5514",5514,"Krtap4-7","KRTAP4-6",NA,842,8.68041237113402
"5515",5515,"Krtap4-7","KRTAP4-12",NA,842,8.68041237113402
"5516",5516,"Krtap4-7","KRTAP4-7",NA,842,8.68041237113402
"6024",6024,"Olfr893","",NA,842,8.68041237113402
"6913",6913,"Gm20604","GON7",NA,842,8.68041237113402
"6933",6933,"Mrps21","MRPS21",NA,842,8.68041237113402
"7013",7013,"Mfsd6","MFSD6",NA,842,8.68041237113402
"7033",7033,"Mlxip","MLXIP",NA,842,8.68041237113402
"7515",7515,"Adarb2","ADARB2",NA,842,8.68041237113402
"7972",7972,"Kcna6","KCNA6",NA,842,8.68041237113402
"8834",8834,"Dffb","DFFB",NA,842,8.68041237113402
"9784",9784,"Zfp317","ZNF317",NA,842,8.68041237113402
"9902",9902,"Supt20","SUPT20H",NA,842,8.68041237113402
"10221",10221,"Prm3","PRM3",NA,842,8.68041237113402
"11006",11006,"Cyth4","CYTH4",NA,842,8.68041237113402
"11388",11388,"Nkpd1","NKPD1",NA,842,8.68041237113402
"11509",11509,"Rem2","REM2",NA,842,8.68041237113402
"11516",11516,"Tm4sf19","TM4SF19-DYNLT2B",NA,842,8.68041237113402
"11517",11517,"Tm4sf19","TM4SF19",NA,842,8.68041237113402
"11526",11526,"Slc10a2","SLC10A2",NA,842,8.68041237113402
"12243",12243,"Mat1a","MAT1A",NA,842,8.68041237113402
"12882",12882,"Setd6","SETD6",NA,842,8.68041237113402
"14224",14224,"Wnt2b","WNT2B",NA,842,8.68041237113402
"14398",14398,"Rnf135","",NA,842,8.68041237113402
"14628",14628,"Camk2n1","CAMK2N1",NA,842,8.68041237113402
"15043",15043,"Dda1","DDA1",NA,842,8.68041237113402
"15224",15224,"Ctbs","CTBS",NA,842,8.68041237113402
"15423",15423,"Pax7","PAX7",NA,842,8.68041237113402
"15853",15853,"Pabpc4","PABPC4",NA,842,8.68041237113402
"16961",16961,"Fut2","",NA,842,8.68041237113402
"16999",16999,"Ccdc149","CCDC149",NA,842,8.68041237113402
"17167",17167,"Hnrnpm","HNRNPM",NA,842,8.68041237113402
"17945",17945,"Dlec1","DLEC1",NA,842,8.68041237113402
"18148",18148,"Epha7","EPHA7",NA,842,8.68041237113402
"19241",19241,"Krtdap","KRTDAP",NA,842,8.68041237113402
"19800",19800,"Gna13","GNA13",NA,842,8.68041237113402
"19871",19871,"Pdhx","PDHX",NA,842,8.68041237113402
"20102",20102,"Slc6a5","SLC6A5",NA,842,8.68041237113402
"21054",21054,"Vstm2a","VSTM2A",NA,842,8.68041237113402
"21072",21072,"Glt6d1","GLT6D1",NA,842,8.68041237113402
"21383",21383,"Olfr1093","OR5T3",NA,842,8.68041237113402
"21384",21384,"Olfr1093","OR5T1",NA,842,8.68041237113402
"118",118,"Lratd1","LRATD1",NA,841,8.67010309278351
"263",263,"Myoz3","MYOZ3",NA,841,8.67010309278351
"1043",1043,"Zscan10","ZSCAN10",NA,841,8.67010309278351
"1252",1252,"Vps29","VPS29",NA,841,8.67010309278351
"1434",1434,"Gm5592","C2orf78",NA,841,8.67010309278351
"1819",1819,"Whamm","WHAMM",NA,841,8.67010309278351
"2836",2836,"Grm2","GRM2",NA,841,8.67010309278351
"2853",2853,"Fem1a","FEM1A",NA,841,8.67010309278351
"2993",2993,"Recql5","RECQL5",NA,841,8.67010309278351
"3087",3087,"Cdk12","CDK12",NA,841,8.67010309278351
"3278",3278,"Tube1","TUBE1",NA,841,8.67010309278351
"4477",4477,"Ikbip","IKBIP",NA,841,8.67010309278351
"4956",4956,"Bud31","BUD31",NA,841,8.67010309278351
"5019",5019,"Krt25","KRT25",NA,841,8.67010309278351
"5029",5029,"Srek1ip1","SREK1IP1",NA,841,8.67010309278351
"5652",5652,"Cdc45","CDC45",NA,841,8.67010309278351
"5819",5819,"Inhbb","INHBB",NA,841,8.67010309278351
"6520",6520,"Rpp40","RPP40",NA,841,8.67010309278351
"7754",7754,"Wnt8b","WNT8B",NA,841,8.67010309278351
"8180",8180,"Nup62cl","NUP62CL",NA,841,8.67010309278351
"8448",8448,"Hibadh","HIBADH",NA,841,8.67010309278351
"8608",8608,"Ccdc138","CCDC138",NA,841,8.67010309278351
"9291",9291,"Dars","DARS1",NA,841,8.67010309278351
"9781",9781,"Zfp438","ZNF438",NA,841,8.67010309278351
"10009",10009,"4833420G17Rik","C5orf34",NA,841,8.67010309278351
"10314",10314,"Ypel5","YPEL5",NA,841,8.67010309278351
"10916",10916,"Hgsnat","HGSNAT",NA,841,8.67010309278351
"11311",11311,"Prss36","PRSS36",NA,841,8.67010309278351
"11420",11420,"Acat2","ACAT2",NA,841,8.67010309278351
"11533",11533,"Fam25c","FAM25G",NA,841,8.67010309278351
"11534",11534,"Fam25c","FAM25C",NA,841,8.67010309278351
"11535",11535,"Fam25c","FAM25A",NA,841,8.67010309278351
"11586",11586,"Mrc1","MRC1",NA,841,8.67010309278351
"11712",11712,"Myg1","MYG1",NA,841,8.67010309278351
"12097",12097,"Cdc37","CDC37",NA,841,8.67010309278351
"13389",13389,"Strit1","STRIT1",NA,841,8.67010309278351
"13573",13573,"Impdh1","IMPDH1",NA,841,8.67010309278351
"13624",13624,"Fam71f2","FAM71F2",NA,841,8.67010309278351
"14508",14508,"Pik3r6","PIK3R6",NA,841,8.67010309278351
"14867",14867,"Gm3636","",NA,841,8.67010309278351
"15497",15497,"Tldc2","TLDC2",NA,841,8.67010309278351
"16037",16037,"Rnpep","RNPEP",NA,841,8.67010309278351
"16235",16235,"Nup210l","NUP210L",NA,841,8.67010309278351
"16436",16436,"Aph1c","",NA,841,8.67010309278351
"17145",17145,"Cog2","COG2",NA,841,8.67010309278351
"17332",17332,"Smim40","",NA,841,8.67010309278351
"17333",17333,"Smim40","SMIM40",NA,841,8.67010309278351
"17854",17854,"Pex26","",NA,841,8.67010309278351
"17855",17855,"Pex26","PEX26",NA,841,8.67010309278351
"18008",18008,"Cry2","CRY2",NA,841,8.67010309278351
"18391",18391,"Tlr1","TLR1",NA,841,8.67010309278351
"18723",18723,"Ddx54","DDX54",NA,841,8.67010309278351
"18982",18982,"Ern1","ERN1",NA,841,8.67010309278351
"19342",19342,"Phox2b","PHOX2B",NA,841,8.67010309278351
"19875",19875,"Apip","APIP",NA,841,8.67010309278351
"19963",19963,"Lgi4","LGI4",NA,841,8.67010309278351
"20004",20004,"Ppox","PPOX",NA,841,8.67010309278351
"20616",20616,"Slc16a5","SLC16A5",NA,841,8.67010309278351
"20622",20622,"Kcnb1","KCNB1",NA,841,8.67010309278351
"20624",20624,"Oca2","OCA2",NA,841,8.67010309278351
"20789",20789,"Pard6b","PARD6B",NA,841,8.67010309278351
"20889",20889,"Denr","DENR",NA,841,8.67010309278351
"21140",21140,"Prokr2","PROKR2",NA,841,8.67010309278351
"21272",21272,"Ap2a2","AP2A2",NA,841,8.67010309278351
"21499",21499,"Ryr3","RYR3",NA,841,8.67010309278351
"2196",2196,"Ndn","NDN",NA,840,8.65979381443299
"2897",2897,"Lamc2","LAMC2",NA,840,8.65979381443299
"3194",3194,"Adamts12","ADAMTS12",NA,840,8.65979381443299
"4066",4066,"Czib","CZIB",NA,840,8.65979381443299
"4766",4766,"Slc19a3","SLC19A3",NA,840,8.65979381443299
"5139",5139,"Tgfbr3","TGFBR3",NA,840,8.65979381443299
"5147",5147,"Nqo2","NQO2",NA,840,8.65979381443299
"5774",5774,"Ufd1","UFD1",NA,840,8.65979381443299
"5805",5805,"Polr1f","POLR1F",NA,840,8.65979381443299
"6502",6502,"Sde2","SDE2",NA,840,8.65979381443299
"7374",7374,"Crot","CROT",NA,840,8.65979381443299
"7450",7450,"Dagla","DAGLA",NA,840,8.65979381443299
"7934",7934,"Ints10","INTS10",NA,840,8.65979381443299
"7937",7937,"Tfam","TFAM",NA,840,8.65979381443299
"8115",8115,"Psors1c2","PSORS1C2",NA,840,8.65979381443299
"8614",8614,"Tcl1","TCL1A",NA,840,8.65979381443299
"8806",8806,"Hdgf","HDGF",NA,840,8.65979381443299
"8859",8859,"Dynlrb1","DYNLRB1",NA,840,8.65979381443299
"9218",9218,"Cyp46a1","CYP46A1",NA,840,8.65979381443299
"10031",10031,"Ccl28","CCL28",NA,840,8.65979381443299
"10050",10050,"Gm21083","",NA,840,8.65979381443299
"10510",10510,"Eif3g","EIF3G",NA,840,8.65979381443299
"10587",10587,"Apol9a","APOL2",NA,840,8.65979381443299
"10588",10588,"Apol9a","APOL4",NA,840,8.65979381443299
"10589",10589,"Apol9a","APOL1",NA,840,8.65979381443299
"10590",10590,"Apol9a","APOL3",NA,840,8.65979381443299
"11108",11108,"Vat1","VAT1",NA,840,8.65979381443299
"11510",11510,"Unc93b1","UNC93B1",NA,840,8.65979381443299
"11685",11685,"Arglu1","ARGLU1",NA,840,8.65979381443299
"12858",12858,"Aadacl2fm1","",NA,840,8.65979381443299
"13455",13455,"H2al2a","H2AL3",NA,840,8.65979381443299
"13456",13456,"H2al2a","H2AL1Q",NA,840,8.65979381443299
"13649",13649,"N4bp3","N4BP3",NA,840,8.65979381443299
"14871",14871,"Syn2","SYN2",NA,840,8.65979381443299
"14895",14895,"Gm3383","",NA,840,8.65979381443299
"14956",14956,"Cbr2","",NA,840,8.65979381443299
"16874",16874,"Parm1","PARM1",NA,840,8.65979381443299
"18355",18355,"Zscan4c","",NA,840,8.65979381443299
"18634",18634,"Mrpl15","MRPL15",NA,840,8.65979381443299
"18704",18704,"Rita1","RITA1",NA,840,8.65979381443299
"18794",18794,"Serpinb3c","SERPINB4",NA,840,8.65979381443299
"18795",18795,"Serpinb3c","SERPINB3",NA,840,8.65979381443299
"18804",18804,"Trpm7","TRPM7",NA,840,8.65979381443299
"19483",19483,"Osm","OSM",NA,840,8.65979381443299
"20236",20236,"Lcn2","LCN2",NA,840,8.65979381443299
"20503",20503,"Grin1","GRIN1",NA,840,8.65979381443299
"21565",21565,"Gjd2","GJD2",NA,840,8.65979381443299
"21711",21711,"Gchfr","GCHFR",NA,840,8.65979381443299
"21810",21810,"Ap5s1","AP5S1",NA,840,8.65979381443299
"21816",21816,"Tmc2","TMC2",NA,840,8.65979381443299
"1659",1659,"Slc6a8","",NA,839,8.64948453608248
"1660",1660,"Slc6a8","SLC6A8",NA,839,8.64948453608248
"1780",1780,"Cpsf3","CPSF3",NA,839,8.64948453608248
"1816",1816,"Itpka","ITPKA",NA,839,8.64948453608248
"1912",1912,"Gsta4","",NA,839,8.64948453608248
"2207",2207,"Pot1b","POT1",NA,839,8.64948453608248
"2834",2834,"Nmnat2","NMNAT2",NA,839,8.64948453608248
"3165",3165,"Cspp1","CSPP1",NA,839,8.64948453608248
"3271",3271,"Creld2","CRELD2",NA,839,8.64948453608248
"3358",3358,"Aff1","AFF1",NA,839,8.64948453608248
"3745",3745,"Pcdha7","PCDHA9",NA,839,8.64948453608248
"3746",3746,"Pcdha7","PCDHA7",NA,839,8.64948453608248
"4748",4748,"Vmn2r71","",NA,839,8.64948453608248
"4757",4757,"Cd4","CD4",NA,839,8.64948453608248
"5518",5518,"Sap30","SAP30",NA,839,8.64948453608248
"5977",5977,"Ppic","PPIC",NA,839,8.64948453608248
"6100",6100,"Tll2","TLL2",NA,839,8.64948453608248
"6480",6480,"Yaf2","YAF2",NA,839,8.64948453608248
"6553",6553,"Abhd16a","ABHD16A",NA,839,8.64948453608248
"6926",6926,"Ubr7","UBR7",NA,839,8.64948453608248
"6927",6927,"Ubr7","",NA,839,8.64948453608248
"7955",7955,"Ecd","ECD",NA,839,8.64948453608248
"8261",8261,"Ipo8","IPO8",NA,839,8.64948453608248
"8349",8349,"Adcy9","ADCY9",NA,839,8.64948453608248
"8525",8525,"Fam149b","FAM149B1",NA,839,8.64948453608248
"8981",8981,"Atp6ap1l","",NA,839,8.64948453608248
"9024",9024,"Kcnq5","KCNQ5",NA,839,8.64948453608248
"9525",9525,"4930480E11Rik","",NA,839,8.64948453608248
"9713",9713,"Grpr","GRPR",NA,839,8.64948453608248
"10910",10910,"Mtmr1","MTMR1",NA,839,8.64948453608248
"11086",11086,"Fkbp9","FKBP9",NA,839,8.64948453608248
"11360",11360,"Meltf","MELTF",NA,839,8.64948453608248
"11390",11390,"Nhlrc4","NHLRC4",NA,839,8.64948453608248
"12077",12077,"Hsh2d","HSH2D",NA,839,8.64948453608248
"12580",12580,"Cdk18","CDK18",NA,839,8.64948453608248
"12848",12848,"Txnrd2","TXNRD2",NA,839,8.64948453608248
"12996",12996,"Lactbl1","LACTBL1",NA,839,8.64948453608248
"13007",13007,"Tmem88b","TMEM88B",NA,839,8.64948453608248
"13272",13272,"Nat8","NAT8B",NA,839,8.64948453608248
"13273",13273,"Nat8","NAT8",NA,839,8.64948453608248
"13457",13457,"Acp2","ACP2",NA,839,8.64948453608248
"14372",14372,"Cbfb","CBFB",NA,839,8.64948453608248
"14699",14699,"Crlf1","CRLF1",NA,839,8.64948453608248
"15038",15038,"Prok1","PROK1",NA,839,8.64948453608248
"15077",15077,"Mvb12a","MVB12A",NA,839,8.64948453608248
"15473",15473,"Prmt2","PRMT2",NA,839,8.64948453608248
"16833",16833,"Misp","MISP",NA,839,8.64948453608248
"16978",16978,"Slfn3","SLFN12L",NA,839,8.64948453608248
"16979",16979,"Slfn3","SLFN12",NA,839,8.64948453608248
"17675",17675,"Slc39a3","SLC39A3",NA,839,8.64948453608248
"17747",17747,"Mapk8ip1","MAPK8IP1",NA,839,8.64948453608248
"18547",18547,"Mobp","MOBP",NA,839,8.64948453608248
"18670",18670,"Il18r1","IL18R1",NA,839,8.64948453608248
"18841",18841,"Zscan22","ZSCAN22",NA,839,8.64948453608248
"19159",19159,"Rad54b","RAD54B",NA,839,8.64948453608248
"19469",19469,"Tbc1d10a","TBC1D10A",NA,839,8.64948453608248
"19910",19910,"Srsf1","SRSF1",NA,839,8.64948453608248
"19911",19911,"Srsf1","",NA,839,8.64948453608248
"20059",20059,"Zscan21","ZSCAN21",NA,839,8.64948453608248
"20187",20187,"Pfn1","PFN1",NA,839,8.64948453608248
"20462",20462,"Chchd2","CHCHD2",NA,839,8.64948453608248
"20986",20986,"Chad","CHAD",NA,839,8.64948453608248
"21120",21120,"Pdk2","PDK2",NA,839,8.64948453608248
"21298",21298,"Bmp7","BMP7",NA,839,8.64948453608248
"21570",21570,"Ism1","ISM1",NA,839,8.64948453608248
"389",389,"Nfe2","NFE2",NA,838,8.63917525773196
"602",602,"Efemp2","EFEMP2",NA,838,8.63917525773196
"966",966,"Vmn1r222","",NA,838,8.63917525773196
"1512",1512,"Prss33","PRSS33",NA,838,8.63917525773196
"1518",1518,"Fam151a","FAM151A",NA,838,8.63917525773196
"1531",1531,"Bpifc","BPIFC",NA,838,8.63917525773196
"1556",1556,"Dtnbp1","DTNBP1",NA,838,8.63917525773196
"1786",1786,"Onecut2","ONECUT2",NA,838,8.63917525773196
"1799",1799,"Fam120c","FAM120C",NA,838,8.63917525773196
"2517",2517,"Atp2a1","ATP2A1",NA,838,8.63917525773196
"2522",2522,"Gria3","GRIA3",NA,838,8.63917525773196
"3422",3422,"Cdh26","CDH26",NA,838,8.63917525773196
"4006",4006,"Elmod1","ELMOD1",NA,838,8.63917525773196
"4950",4950,"Pdap1","PDAP1",NA,838,8.63917525773196
"4982",4982,"Tspan31","TSPAN31",NA,838,8.63917525773196
"5396",5396,"Atp6v1g1","ATP6V1G1",NA,838,8.63917525773196
"5537",5537,"Esam","ESAM",NA,838,8.63917525773196
"5986",5986,"Lactb2","LACTB2",NA,838,8.63917525773196
"6177",6177,"Hspa1a","HSPA1A",NA,838,8.63917525773196
"6178",6178,"Hspa1a","HSPA1B",NA,838,8.63917525773196
"6561",6561,"Junb","JUNB",NA,838,8.63917525773196
"6828",6828,"Odf1","ODF1",NA,838,8.63917525773196
"6904",6904,"Prpf3","PRPF3",NA,838,8.63917525773196
"7364",7364,"Bpifa5","BPIFA1",NA,838,8.63917525773196
"7724",7724,"Sgpp1","SGPP1",NA,838,8.63917525773196
"7978",7978,"Pbrm1","PBRM1",NA,838,8.63917525773196
"8866",8866,"Nolc1","NOLC1",NA,838,8.63917525773196
"9510",9510,"Mtarc2","MTARC2",NA,838,8.63917525773196
"10764",10764,"Klra3","",NA,838,8.63917525773196
"10867",10867,"Gm6034","",NA,838,8.63917525773196
"10940",10940,"Bank1","BANK1",NA,838,8.63917525773196
"10980",10980,"Porcn","PORCN",NA,838,8.63917525773196
"11975",11975,"Rtel1","RTEL1-TNFRSF6B",NA,838,8.63917525773196
"11976",11976,"Rtel1","RTEL1",NA,838,8.63917525773196
"12556",12556,"Apoc4","APOC4",NA,838,8.63917525773196
"13353",13353,"Ndnf","NDNF",NA,838,8.63917525773196
"13974",13974,"Dync1li2","DYNC1LI2",NA,838,8.63917525773196
"15301",15301,"Plxnd1","PLXND1",NA,838,8.63917525773196
"15327",15327,"Dpp8","DPP8",NA,838,8.63917525773196
"15930",15930,"Als2cl","ALS2CL",NA,838,8.63917525773196
"16285",16285,"Ier5l","IER5L",NA,838,8.63917525773196
"17412",17412,"Tomm6","TOMM6",NA,838,8.63917525773196
"18821",18821,"Lypd8","LYPD8",NA,838,8.63917525773196
"18822",18822,"Lypd8","",NA,838,8.63917525773196
"19364",19364,"Tnnc2","TNNC2",NA,838,8.63917525773196
"19536",19536,"Ptgs2","PTGS2",NA,838,8.63917525773196
"19569",19569,"Car9","CA9",NA,838,8.63917525773196
"19973",19973,"Cylc2","CYLC2",NA,838,8.63917525773196
"20197",20197,"Adap1","ADAP1",NA,838,8.63917525773196
"21245",21245,"Olfr996","",NA,838,8.63917525773196
"21661",21661,"Xrn2","XRN2",NA,838,8.63917525773196
"164",164,"Ltbp2","LTBP2",NA,837,8.62886597938144
"319",319,"Olfr263","OR2W1",NA,837,8.62886597938144
"433",433,"Ptdss1","PTDSS1",NA,837,8.62886597938144
"995",995,"Phf11d","PHF11",NA,837,8.62886597938144
"1128",1128,"Nkx6-1","NKX6-1",NA,837,8.62886597938144
"1177",1177,"Llcfc1","LLCFC1",NA,837,8.62886597938144
"1258",1258,"Olfr324","",NA,837,8.62886597938144
"3830",3830,"Aspn","ASPN",NA,837,8.62886597938144
"3931",3931,"Thoc2l","",NA,837,8.62886597938144
"4043",4043,"Tkt","TKT",NA,837,8.62886597938144
"4497",4497,"Mindy1","MINDY1",NA,837,8.62886597938144
"4681",4681,"Aga","AGA",NA,837,8.62886597938144
"4889",4889,"Eef1akmt3","EEF1AKMT3",NA,837,8.62886597938144
"4978",4978,"Wbp2","WBP2",NA,837,8.62886597938144
"5126",5126,"Rnf180","RNF180",NA,837,8.62886597938144
"5524",5524,"Krtap4-6","KRTAP4-3",NA,837,8.62886597938144
"6524",6524,"Terf2ip","TERF2IP",NA,837,8.62886597938144
"8063",8063,"Vps37c","VPS37C",NA,837,8.62886597938144
"8229",8229,"Tigar","TIGAR",NA,837,8.62886597938144
"9552",9552,"Pml","PML",NA,837,8.62886597938144
"9863",9863,"4921524L21Rik","",NA,837,8.62886597938144
"10006",10006,"Aen","AEN",NA,837,8.62886597938144
"10837",10837,"H2-T22","HLA-E",NA,837,8.62886597938144
"11576",11576,"Tmsb4x","TMSB4X",NA,837,8.62886597938144
"12803",12803,"Cpne6","CPNE6",NA,837,8.62886597938144
"13942",13942,"Vps33b","",NA,837,8.62886597938144
"13943",13943,"Vps33b","VPS33B",NA,837,8.62886597938144
"13968",13968,"Rps4x","",NA,837,8.62886597938144
"13991",13991,"Thumpd2","THUMPD2",NA,837,8.62886597938144
"14444",14444,"Mrpl14","MRPL14",NA,837,8.62886597938144
"14738",14738,"Sord","SORD",NA,837,8.62886597938144
"15110",15110,"Niban3","NIBAN3",NA,837,8.62886597938144
"15124",15124,"Furin","FURIN",NA,837,8.62886597938144
"15267",15267,"Tmem238","TMEM238",NA,837,8.62886597938144
"15334",15334,"Ptcra","PTCRA",NA,837,8.62886597938144
"15433",15433,"Cyb5r1","CYB5R1",NA,837,8.62886597938144
"15631",15631,"Bpgm","BPGM",NA,837,8.62886597938144
"16311",16311,"Rad51d","RAD51D",NA,837,8.62886597938144
"17469",17469,"Foxb1","FOXB1",NA,837,8.62886597938144
"17691",17691,"Hpca","HPCA",NA,837,8.62886597938144
"18086",18086,"Hoxa11","HOXA11",NA,837,8.62886597938144
"18112",18112,"H2-Oa","HLA-DOA",NA,837,8.62886597938144
"19244",19244,"Cfh","",NA,837,8.62886597938144
"19260",19260,"Wfdc3","WFDC3",NA,837,8.62886597938144
"19791",19791,"Lpo","LPO",NA,837,8.62886597938144
"20067",20067,"F11r","F11R",NA,837,8.62886597938144
"20070",20070,"Usp21","USP21",NA,837,8.62886597938144
"20079",20079,"Taf6","TAF6",NA,837,8.62886597938144
"20531",20531,"Trp53rkb","TP53RK",NA,837,8.62886597938144
"20534",20534,"Nipa1","NIPA1",NA,837,8.62886597938144
"21713",21713,"Dnajc17","DNAJC17",NA,837,8.62886597938144
"536",536,"Mrpl47","MRPL47",NA,836,8.61855670103093
"875",875,"Tbc1d7","TBC1D7",NA,836,8.61855670103093
"1631",1631,"Pkd2l2","PKD2L2",NA,836,8.61855670103093
"1916",1916,"Usp42","USP42",NA,836,8.61855670103093
"2112",2112,"Pdzd4","PDZD4",NA,836,8.61855670103093
"2725",2725,"Plin5","PLIN5",NA,836,8.61855670103093
"2739",2739,"Olfr1238","OR4A8",NA,836,8.61855670103093
"2740",2740,"Olfr1238","OR4A5",NA,836,8.61855670103093
"2859",2859,"Arrdc5","ARRDC5",NA,836,8.61855670103093
"3045",3045,"Sap30bp","SAP30BP",NA,836,8.61855670103093
"3171",3171,"Rfpl4b","",NA,836,8.61855670103093
